t,mox
[s],[g/s]
23.295,6.98573
23.3,7.027953
23.305,7.042028
23.31,7.003324
23.315,6.989248
23.32,6.989248
23.325,7.038511
23.33,7.042028
23.335,6.971659
23.34,7.003324
23.345,7.003324
23.35,7.066662
23.355,7.006841
23.36,6.964619
23.365,6.996288
23.37,7.006841
23.375,7.07018
23.38,6.982212
23.385,6.982212
23.39,7.017399
23.395,6.999806
23.4,7.038511
23.405,6.98573
23.41,6.975177
23.415,7.034993
23.42,7.031475
23.425,7.017399
23.43,6.996288
23.435,7.017399
23.44,7.017399
23.445,7.017399
23.45,7.024435
23.455,6.975177
23.46,7.017399
23.465,7.013882
23.47,7.006841
23.475,6.996288
23.48,7.013882
23.485,7.024435
23.49,7.003324
23.495,7.020917
23.5,7.034993
23.505,6.999806
23.51,7.013882
23.515,7.006841
23.52,7.013882
23.525,7.006841
23.53,6.999806
23.535,7.010364
23.54,6.971659
23.545,7.038511
23.55,7.017399
23.555,6.978695
23.56,7.042028
23.565,6.978695
23.57,7.059622
23.575,7.013882
23.58,6.996288
23.585,7.027953
23.59,7.010364
23.595,7.020917
23.6,7.006841
23.605,6.99277
23.61,7.020917
23.615,7.034993
23.62,7.003324
23.625,7.003324
23.63,7.010364
23.635,6.989248
23.64,7.020917
23.645,6.999806
23.65,7.010364
23.655,6.996288
23.66,6.999806
23.665,7.031475
23.67,6.996288
23.675,6.996288
23.68,6.989248
23.685,7.006841
23.69,7.049069
23.695,6.989248
23.7,7.006841
23.705,7.013882
23.71,6.999806
23.715,7.056104
23.72,6.968137
23.725,6.989248
23.73,7.017399
23.735,7.013882
23.74,7.049069
23.745,6.968137
23.75,7.020917
23.755,7.003324
23.76,7.013882
23.765,7.038511
23.77,6.982212
23.775,7.017399
23.78,7.006841
23.785,7.024435
23.79,7.034993
23.795,6.982212
23.8,7.006841
23.805,7.027953
23.81,7.017399
23.815,6.996288
23.82,7.006841
23.825,6.98573
23.83,6.99277
23.835,7.038511
23.84,6.98573
23.845,6.996288
23.85,7.027953
23.855,6.99277
23.86,7.003324
23.865,7.006841
23.87,6.982212
23.875,7.003324
23.88,7.034993
23.885,7.031475
23.89,6.975177
23.895,7.006841
23.9,7.010364
23.905,7.024435
23.91,6.99277
23.915,6.989248
23.92,7.038511
23.925,7.003324
23.93,7.013882
23.935,7.013882
23.94,6.99277
23.945,7.024435
23.95,6.989248
23.955,7.049069
23.96,7.013882
23.965,6.989248
23.97,6.996288
23.975,6.99277
23.98,7.027953
23.985,6.996288
23.99,6.975177
23.995,7.006841
24,7.006841
24.005,7.056104
24.01,6.971659
24.015,6.978695
24.02,6.999806
24.025,7.038511
24.03,7.027953
24.035,6.954066
24.04,7.013882
24.045,7.017399
24.05,7.017399
24.055,7.038511
24.06,6.996288
24.065,7.003324
24.07,7.006841
24.075,7.017399
24.08,7.006841
24.085,7.013882
24.09,6.999806
24.095,6.996288
24.1,7.038511
24.105,6.989248
24.11,6.99277
24.115,7.013882
24.12,7.024435
24.125,7.042028
24.13,6.957584
24.135,7.003324
24.14,7.027953
24.145,6.999806
24.15,7.020917
24.155,6.99277
24.16,7.013882
24.165,6.99277
24.17,7.010364
24.175,6.982212
24.18,6.978695
24.185,7.034993
24.19,7.020917
24.195,7.038511
24.2,7.017399
24.205,6.98573
24.21,6.996288
24.215,6.989248
24.22,7.013882
24.225,7.006841
24.23,7.003324
24.235,7.020917
24.24,6.982212
24.245,7.031475
24.25,7.017399
24.255,7.020917
24.26,7.017399
24.265,7.024435
24.27,7.013882
24.275,6.968137
24.28,7.020917
24.285,7.017399
24.29,7.038511
24.295,7.003324
24.3,6.975177
24.305,7.017399
24.31,7.010364
24.315,7.042028
24.32,6.996288
24.325,6.971659
24.33,7.006841
24.335,7.024435
24.34,7.042028
24.345,6.999806
24.35,6.971659
24.355,7.024435
24.36,6.989248
24.365,7.027953
24.37,7.013882
24.375,7.010364
24.38,6.978695
24.385,7.024435
24.39,7.056104
24.395,6.978695
24.4,7.017399
24.405,7.024435
24.41,7.006841
24.415,7.013882
24.42,6.975177
24.425,7.024435
24.43,7.010364
24.435,7.024435
24.44,6.996288
24.445,7.003324
24.45,7.049069
24.455,6.99277
24.46,7.027953
24.465,7.003324
24.47,7.017399
24.475,6.989248
24.48,7.010364
24.485,7.042028
24.49,6.989248
24.495,7.013882
24.5,6.999806
24.505,7.013882
24.51,7.017399
24.515,6.982212
24.52,6.999806
24.525,6.975177
24.53,7.038511
24.535,7.020917
24.54,6.996288
24.545,7.003324
24.55,7.003324
24.555,7.052586
24.56,6.996288
24.565,6.989248
24.57,7.056104
24.575,7.006841
24.58,7.006841
24.585,6.996288
24.59,7.003324
24.595,7.038511
24.6,7.017399
24.605,7.038511
24.61,6.99277
24.615,7.017399
24.62,6.999806
24.625,6.996288
24.63,7.020917
24.635,7.003324
24.64,7.020917
24.645,6.989248
24.65,7.042028
24.655,7.031475
24.66,6.989248
24.665,7.003324
24.67,6.99277
24.675,7.042028
24.68,7.031475
24.685,6.98573
24.69,7.006841
24.695,7.013882
24.7,7.013882
24.705,6.961101
24.71,7.013882
24.715,7.010364
24.72,7.020917
24.725,7.013882
24.73,6.999806
24.735,7.013882
24.74,6.99277
24.745,7.024435
24.75,6.999806
24.755,6.999806
24.76,6.989248
24.765,7.010364
24.77,7.045546
24.775,6.996288
24.78,6.99277
24.785,7.020917
24.79,7.034993
24.795,7.031475
24.8,6.989248
24.805,7.024435
24.81,7.027953
24.815,6.99277
24.82,7.010364
24.825,7.013882
24.83,7.006841
24.835,6.989248
24.84,7.052586
24.845,6.996288
24.85,6.996288
24.855,6.99277
24.86,7.003324
24.865,7.024435
24.87,6.98573
24.875,7.003324
24.88,7.027953
24.885,6.996288
24.89,7.031475
24.895,7.006841
24.9,6.99277
24.905,7.006841
24.91,7.038511
24.915,6.989248
24.92,6.989248
24.925,7.038511
24.93,6.989248
24.935,7.052586
24.94,7.006841
24.945,6.978695
24.95,7.034993
24.955,7.003324
24.96,7.020917
24.965,7.010364
24.97,7.013882
24.975,6.99277
24.98,7.017399
24.985,7.059622
24.99,6.996288
24.995,6.999806
25,6.98573
25.005,7.017399
25.01,7.017399
25.015,7.010364
25.02,7.017399
25.025,6.971659
25.03,7.031475
25.035,7.017399
25.04,7.013882
25.045,6.999806
25.05,7.006841
25.055,7.038511
25.06,6.99277
25.065,6.996288
25.07,6.989248
25.075,7.013882
25.08,7.027953
25.085,6.999806
25.09,7.027953
25.095,7.017399
25.1,7.034993
25.105,6.98573
25.11,7.003324
25.115,7.003324
25.12,7.006841
25.125,7.013882
25.13,6.996288
25.135,7.017399
25.14,7.017399
25.145,7.024435
25.15,7.013882
25.155,6.961101
25.16,7.027953
25.165,6.999806
25.17,7.024435
25.175,7.013882
25.18,7.003324
25.185,7.010364
25.19,7.013882
25.195,7.06314
25.2,6.982212
25.205,6.989248
25.21,7.034993
25.215,7.017399
25.22,7.049069
25.225,6.996288
25.23,7.003324
25.235,6.999806
25.24,7.031475
25.245,7.013882
25.25,7.006841
25.255,7.010364
25.26,6.971659
25.265,7.042028
25.27,7.006841
25.275,6.99277
25.28,7.024435
25.285,6.999806
25.29,7.020917
25.295,7.003324
25.3,7.003324
25.305,7.013882
25.31,7.031475
25.315,6.999806
25.32,7.013882
25.325,7.020917
25.33,7.017399
25.335,7.045546
25.34,6.971659
25.345,7.013882
25.35,7.027953
25.355,6.98573
25.36,7.049069
25.365,6.961101
25.37,7.010364
25.375,7.010364
25.38,7.010364
25.385,7.024435
25.39,7.006841
25.395,7.010364
25.4,7.003324
25.405,7.034993
25.41,6.975177
25.415,7.024435
25.42,7.020917
25.425,6.98573
25.43,7.052586
25.435,6.975177
25.44,6.999806
25.445,7.020917
25.45,7.027953
25.455,7.017399
25.46,7.003324
25.465,6.99277
25.47,7.024435
25.475,7.031475
25.48,6.971659
25.485,7.006841
25.49,7.031475
25.495,6.996288
25.5,7.049069
25.505,6.99277
25.51,6.978695
25.515,7.052586
25.52,7.006841
25.525,7.010364
25.53,7.003324
25.535,7.024435
25.54,6.996288
25.545,7.013882
25.55,7.042028
25.555,6.996288
25.56,7.013882
25.565,6.999806
25.57,7.049069
25.575,7.017399
25.58,6.978695
25.585,7.006841
25.59,7.013882
25.595,7.049069
25.6,6.98573
25.605,6.975177
25.61,7.006841
25.615,7.038511
25.62,7.052586
25.625,6.99277
25.63,6.999806
25.635,7.013882
25.64,7.049069
25.645,7.013882
25.65,6.978695
25.655,7.031475
25.66,7.027953
25.665,7.052586
25.67,6.996288
25.675,6.982212
25.68,7.020917
25.685,7.031475
25.69,7.020917
25.695,7.013882
25.7,7.013882
25.705,6.996288
25.71,7.006841
25.715,7.045546
25.72,6.975177
25.725,7.013882
25.73,7.010364
25.735,7.006841
25.74,7.031475
25.745,6.996288
25.75,7.013882
25.755,6.996288
25.76,7.013882
25.765,7.020917
25.77,7.010364
25.775,6.996288
25.78,6.98573
25.785,7.049069
25.79,6.99277
25.795,6.996288
25.8,7.034993
25.805,7.013882
25.81,7.006841
25.815,6.996288
25.82,7.006841
25.825,6.999806
25.83,7.034993
25.835,7.010364
25.84,6.98573
25.845,7.038511
25.85,6.99277
25.855,7.042028
25.86,7.042028
25.865,7.003324
25.87,6.996288
25.875,7.013882
25.88,7.045546
25.885,6.98573
25.89,6.975177
25.895,7.003324
25.9,7.034993
25.905,7.038511
25.91,6.982212
25.915,6.989248
25.92,6.989248
25.925,7.017399
25.93,7.042028
25.935,6.982212
25.94,7.006841
25.945,7.010364
25.95,7.038511
25.955,7.010364
25.96,6.989248
25.965,7.024435
25.97,7.010364
25.975,7.031475
25.98,7.006841
25.985,6.999806
25.99,7.003324
25.995,7.031475
26,7.017399
26.005,6.978695
26.01,7.017399
26.015,7.031475
26.02,6.989248
26.025,7.034993
26.03,7.020917
26.035,7.010364
26.04,6.996288
26.045,7.045546
26.05,7.020917
26.055,7.006841
26.06,7.003324
26.065,7.031475
26.07,7.056104
26.075,6.982212
26.08,7.027953
26.085,6.99277
26.09,7.013882
26.095,7.049069
26.1,6.968137
26.105,7.006841
26.11,7.017399
26.115,7.034993
26.12,7.024435
26.125,6.982212
26.13,7.006841
26.135,7.013882
26.14,7.017399
26.145,6.971659
26.15,7.031475
26.155,7.003324
26.16,6.999806
26.165,7.042028
26.17,6.968137
26.175,7.031475
26.18,7.017399
26.185,7.013882
26.19,7.042028
26.195,6.978695
26.2,7.013882
26.205,7.024435
26.21,7.010364
26.215,6.968137
26.22,7.010364
26.225,7.024435
26.23,6.98573
26.235,7.056104
26.24,6.975177
26.245,6.99277
26.25,7.010364
26.255,6.999806
26.26,7.038511
26.265,6.978695
26.27,7.031475
26.275,7.006841
26.28,7.006841
26.285,7.045546
26.29,7.006841
26.295,6.999806
26.3,7.017399
26.305,7.049069
26.31,7.006841
26.315,6.978695
26.32,7.003324
26.325,7.010364
26.33,7.049069
26.335,6.968137
26.34,6.989248
26.345,7.020917
26.35,6.975177
26.355,7.038511
26.36,7.003324
26.365,6.99277
26.37,7.003324
26.375,7.038511
26.38,7.010364
26.385,6.957584
26.39,7.034993
26.395,7.003324
26.4,7.003324
26.405,7.027953
26.41,6.999806
26.415,6.99277
26.42,6.996288
26.425,7.052586
26.43,6.978695
26.435,6.982212
26.44,7.027953
26.445,6.999806
26.45,7.006841
26.455,7.006841
26.46,6.982212
26.465,6.99277
26.47,7.034993
26.475,7.024435
26.48,6.982212
26.485,7.038511
26.49,6.996288
26.495,7.006841
26.5,7.031475
26.505,6.989248
26.51,7.017399
26.515,7.017399
26.52,7.045546
26.525,6.971659
26.53,7.017399
26.535,7.031475
26.54,7.006841
26.545,7.038511
26.55,6.968137
26.555,7.027953
26.56,7.017399
26.565,7.059622
26.57,7.006841
26.575,6.989248
26.58,7.024435
26.585,6.989248
26.59,7.038511
26.595,6.999806
26.6,7.003324
26.605,7.017399
26.61,7.017399
26.615,7.052586
26.62,6.964619
26.625,7.003324
26.63,6.999806
26.635,7.010364
26.64,7.049069
26.645,6.982212
26.65,7.024435
26.655,7.003324
26.66,7.031475
26.665,7.010364
26.67,6.999806
26.675,7.003324
26.68,6.99277
26.685,7.034993
26.69,6.989248
26.695,7.013882
26.7,7.006841
26.705,7.017399
26.71,7.034993
26.715,6.968137
26.72,7.010364
26.725,7.010364
26.73,6.989248
26.735,7.042028
26.74,6.99277
26.745,6.999806
26.75,7.038511
26.755,6.999806
26.76,7.013882
26.765,6.99277
26.77,6.999806
26.775,7.034993
26.78,7.020917
26.785,7.020917
26.79,6.99277
26.795,7.010364
26.8,6.999806
26.805,7.031475
26.81,7.010364
26.815,7.003324
26.82,6.99277
26.825,7.027953
26.83,7.034993
26.835,6.978695
26.84,7.010364
26.845,6.982212
26.85,7.024435
26.855,7.006841
26.86,6.999806
26.865,7.013882
26.87,7.020917
26.875,7.017399
26.88,7.017399
26.885,6.982212
26.89,7.003324
26.895,7.031475
26.9,7.017399
26.905,7.003324
26.91,6.982212
26.915,7.013882
26.92,7.017399
26.925,7.038511
26.93,6.961101
26.935,7.027953
26.94,7.034993
26.945,7.003324
26.95,7.049069
26.955,6.964619
26.96,7.006841
26.965,7.024435
26.97,7.020917
26.975,6.999806
26.98,7.017399
26.985,7.034993
26.99,6.996288
26.995,7.034993
27,7.010364
27.005,6.996288
27.01,7.013882
27.015,7.020917
27.02,7.038511
27.025,6.982212
27.03,6.999806
27.035,7.010364
27.04,6.996288
27.045,7.027953
27.05,6.982212
27.055,7.020917
27.06,7.017399
27.065,7.034993
27.07,7.017399
27.075,7.006841
27.08,7.010364
27.085,6.996288
27.09,7.052586
27.095,6.982212
27.1,6.982212
27.105,7.049069
27.11,6.999806
27.115,7.027953
27.12,6.982212
27.125,6.989248
27.13,7.017399
27.135,7.052586
27.14,7.017399
27.145,6.999806
27.15,7.017399
27.155,7.003324
27.16,7.038511
27.165,7.042028
27.17,6.978695
27.175,7.006841
27.18,7.020917
27.185,7.042028
27.19,7.010364
27.195,6.98573
27.2,7.013882
27.205,7.017399
27.21,7.066662
27.215,6.98573
27.22,7.006841
27.225,7.027953
27.23,7.024435
27.235,7.013882
27.24,6.996288
27.245,7.020917
27.25,7.024435
27.255,7.006841
27.26,7.027953
27.265,6.999806
27.27,7.020917
27.275,7.013882
27.28,7.024435
27.285,7.027953
27.29,6.975177
27.295,6.989248
27.3,7.024435
27.305,7.080733
27.31,6.989248
27.315,6.975177
27.32,7.031475
27.325,7.027953
27.33,7.020917
27.335,6.996288
27.34,6.999806
27.345,6.989248
27.35,7.017399
27.355,7.038511
27.36,6.99277
27.365,7.013882
27.37,6.996288
27.375,7.042028
27.38,7.003324
27.385,6.989248
27.39,6.999806
27.395,7.031475
27.4,7.031475
27.405,6.957584
27.41,7.020917
27.415,7.038511
27.42,6.996288
27.425,7.013882
27.43,6.996288
27.435,7.020917
27.44,7.006841
27.445,7.010364
27.45,7.006841
27.455,6.99277
27.46,7.010364
27.465,6.98573
27.47,7.052586
27.475,7.020917
27.48,6.971659
27.485,7.038511
27.49,6.98573
27.495,7.027953
27.5,7.013882
27.505,6.98573
27.51,6.999806
27.515,7.034993
27.52,7.024435
27.525,6.964619
27.53,7.017399
27.535,7.003324
27.54,7.006841
27.545,7.027953
27.55,6.975177
27.555,7.024435
27.56,6.99277
27.565,7.024435
27.57,7.038511
27.575,6.989248
27.58,7.006841
27.585,7.017399
27.59,7.045546
27.595,6.989248
27.6,7.003324
27.605,7.010364
27.61,7.010364
27.615,7.059622
27.62,6.964619
27.625,6.996288
27.63,7.045546
27.635,7.003324
27.64,7.038511
27.645,6.999806
27.65,6.982212
27.655,7.024435
27.66,7.013882
27.665,7.017399
27.67,7.013882
27.675,7.038511
27.68,6.99277
27.685,7.031475
27.69,6.999806
27.695,6.989248
27.7,7.031475
27.705,6.996288
27.71,7.045546
27.715,7.020917
27.72,6.971659
27.725,7.027953
27.73,6.996288
27.735,7.038511
27.74,7.017399
27.745,6.989248
27.75,7.038511
27.755,7.024435
27.76,7.013882
27.765,7.006841
27.77,7.006841
27.775,7.013882
27.78,7.042028
27.785,7.027953
27.79,6.975177
27.795,7.034993
27.8,6.999806
27.805,7.020917
27.81,7.006841
27.815,6.982212
27.82,7.049069
27.825,6.996288
27.83,7.056104
27.835,7.013882
27.84,6.982212
27.845,7.034993
27.85,6.99277
27.855,7.042028
27.86,6.98573
27.865,6.975177
27.87,7.010364
27.875,7.034993
27.88,7.020917
27.885,7.013882
27.89,6.99277
27.895,7.010364
27.9,7.066662
27.905,7.034993
27.91,6.968137
27.915,7.045546
27.92,6.996288
27.925,7.013882
27.93,7.010364
27.935,7.024435
27.94,7.006841
27.945,7.020917
27.95,7.049069
27.955,6.98573
27.96,6.989248
27.965,7.013882
27.97,7.003324
27.975,7.020917
27.98,7.013882
27.985,7.031475
27.99,6.996288
27.995,7.024435
28,7.034993
28.005,6.968137
28.01,7.013882
28.015,7.034993
28.02,7.010364
28.025,6.989248
28.03,7.013882
28.035,7.034993
28.04,7.006841
28.045,7.024435
28.05,7.017399
28.055,6.989248
28.06,7.013882
28.065,7.017399
28.07,7.045546
28.075,6.978695
28.08,7.010364
28.085,7.038511
28.09,7.010364
28.095,7.020917
28.1,6.98573
28.105,7.020917
28.11,6.989248
28.115,7.017399
28.12,7.020917
28.125,6.975177
28.13,6.982212
28.135,7.003324
28.14,7.034993
28.145,7.017399
28.15,6.996288
28.155,6.999806
28.16,6.996288
28.165,7.059622
28.17,7.013882
28.175,7.006841
28.18,7.003324
28.185,7.003324
28.19,7.034993
28.195,6.99277
28.2,7.013882
28.205,7.017399
28.21,6.996288
28.215,7.020917
28.22,6.978695
28.225,7.024435
28.23,7.031475
28.235,6.98573
28.24,7.017399
28.245,6.99277
28.25,6.999806
28.255,7.010364
28.26,7.034993
28.265,7.013882
28.27,6.996288
28.275,7.027953
28.28,6.996288
28.285,7.049069
28.29,7.034993
28.295,6.989248
28.3,7.024435
28.305,7.013882
28.31,7.045546
28.315,7.013882
28.32,6.99277
28.325,7.027953
28.33,7.027953
28.335,7.020917
28.34,6.975177
28.345,7.006841
28.35,7.034993
28.355,7.013882
28.36,7.017399
28.365,7.010364
28.37,7.020917
28.375,6.99277
28.38,7.042028
28.385,7.003324
28.39,6.975177
28.395,7.027953
28.4,6.996288
28.405,7.049069
28.41,6.98573
28.415,6.982212
28.42,7.013882
28.425,6.982212
28.43,7.07018
28.435,6.961101
28.44,6.99277
28.445,7.038511
28.45,7.024435
28.455,7.017399
28.46,7.006841
28.465,7.027953
28.47,7.006841
28.475,7.042028
28.48,7.042028
28.485,6.975177
28.49,7.038511
28.495,7.017399
28.5,7.017399
28.505,7.010364
28.51,7.013882
28.515,7.006841
28.52,7.006841
28.525,7.056104
28.53,6.978695
28.535,6.978695
28.54,7.038511
28.545,7.013882
28.55,7.020917
28.555,7.010364
28.56,6.996288
28.565,7.006841
28.57,7.045546
28.575,6.996288
28.58,6.989248
28.585,7.027953
28.59,6.989248
28.595,7.056104
28.6,6.98573
28.605,6.961101
28.61,7.024435
28.615,6.989248
28.62,7.045546
28.625,7.003324
28.63,6.98573
28.635,7.024435
28.64,7.006841
28.645,7.027953
28.65,6.999806
28.655,6.989248
28.66,7.017399
28.665,7.038511
28.67,7.006841
28.675,7.010364
28.68,7.042028
28.685,6.98573
28.69,7.013882
28.695,7.045546
28.7,6.99277
28.705,7.013882
28.71,7.038511
28.715,7.013882
28.72,6.996288
28.725,7.013882
28.73,7.003324
28.735,6.999806
28.74,7.066662
28.745,6.975177
28.75,6.982212
28.755,7.027953
28.76,7.010364
28.765,7.031475
28.77,7.013882
28.775,6.971659
28.78,7.010364
28.785,7.038511
28.79,7.020917
28.795,6.989248
28.8,7.042028
28.805,6.999806
28.81,7.020917
28.815,7.020917
28.82,6.996288
28.825,7.024435
28.83,7.042028
28.835,7.013882
28.84,7.010364
28.845,7.013882
28.85,7.013882
28.855,7.010364
28.86,7.059622
28.865,6.989248
28.87,7.003324
28.875,7.031475
28.88,7.034993
28.885,6.982212
28.89,6.999806
28.895,7.024435
28.9,6.975177
28.905,7.027953
28.91,7.013882
28.915,6.996288
28.92,7.020917
28.925,7.010364
28.93,7.045546
28.935,6.999806
28.94,7.024435
28.945,7.003324
28.95,6.996288
28.955,7.049069
28.96,7.003324
28.965,6.989248
28.97,7.013882
28.975,7.042028
28.98,7.038511
28.985,6.968137
28.99,7.034993
28.995,7.013882
29,7.027953
29.005,7.034993
29.01,6.989248
29.015,7.006841
29.02,7.017399
29.025,7.031475
29.03,6.999806
29.035,7.020917
29.04,6.999806
29.045,7.020917
29.05,7.045546
29.055,6.996288
29.06,6.999806
29.065,7.027953
29.07,7.013882
29.075,7.042028
29.08,6.982212
29.085,6.98573
29.09,7.042028
29.095,7.020917
29.1,7.034993
29.105,6.99277
29.11,7.027953
29.115,7.027953
29.12,7.031475
29.125,7.010364
29.13,7.013882
29.135,6.98573
29.14,7.013882
29.145,7.045546
29.15,6.975177
29.155,7.013882
29.16,7.006841
29.165,7.013882
29.17,7.027953
29.175,6.968137
29.18,7.024435
29.185,7.013882
29.19,7.027953
29.195,7.038511
29.2,6.978695
29.205,7.013882
29.21,7.017399
29.215,7.056104
29.22,7.013882
29.225,6.975177
29.23,7.010364
29.235,6.996288
29.24,7.038511
29.245,6.968137
29.25,7.027953
29.255,7.020917
29.26,6.999806
29.265,7.034993
29.27,6.947026
29.275,7.010364
29.28,6.99277
29.285,7.020917
29.29,7.031475
29.295,6.975177
29.3,7.027953
29.305,7.006841
29.31,7.056104
29.315,7.034993
29.32,7.003324
29.325,7.020917
29.33,6.999806
29.335,7.07018
29.34,6.989248
29.345,7.017399
29.35,7.010364
29.355,7.006841
29.36,7.045546
29.365,7.010364
29.37,7.013882
29.375,7.031475
29.38,6.996288
29.385,7.024435
29.39,7.017399
29.395,6.996288
29.4,7.024435
29.405,7.010364
29.41,7.034993
29.415,6.982212
29.42,7.013882
29.425,7.017399
29.43,7.027953
29.435,7.027953
29.44,6.947026
29.445,7.031475
29.45,7.031475
29.455,7.038511
29.46,7.003324
29.465,7.006841
29.47,7.010364
29.475,7.027953
29.48,7.038511
29.485,7.006841
29.49,6.99277
29.495,7.006841
29.5,7.013882
29.505,7.024435
29.51,6.996288
29.515,6.996288
29.52,7.06314
29.525,7.003324
29.53,7.024435
29.535,6.968137
29.54,7.031475
29.545,6.978695
29.55,7.042028
29.555,7.013882
29.56,6.971659
29.565,7.031475
29.57,6.996288
29.575,7.059622
29.58,7.010364
29.585,6.99277
29.59,7.003324
29.595,7.031475
29.6,7.020917
29.605,6.975177
29.61,7.020917
29.615,7.006841
29.62,7.038511
29.625,6.996288
29.63,6.98573
29.635,7.031475
29.64,7.006841
29.645,7.052586
29.65,7.017399
29.655,7.006841
29.66,7.034993
29.665,7.006841
29.67,7.049069
29.675,6.98573
29.68,7.024435
29.685,6.996288
29.69,7.024435
29.695,7.049069
29.7,6.964619
29.705,6.999806
29.71,7.010364
29.715,7.017399
29.72,7.013882
29.725,7.003324
29.73,7.013882
29.735,7.003324
29.74,7.059622
29.745,7.031475
29.75,6.978695
29.755,7.010364
29.76,7.027953
29.765,7.034993
29.77,6.98573
29.775,7.006841
29.78,6.996288
29.785,6.996288
29.79,7.045546
29.795,6.999806
29.8,6.999806
29.805,6.989248
29.81,7.034993
29.815,7.027953
29.82,6.98573
29.825,7.049069
29.83,6.999806
29.835,7.034993
29.84,7.017399
29.845,6.989248
29.85,7.013882
29.855,6.978695
29.86,7.045546
29.865,7.013882
29.87,6.978695
29.875,7.020917
29.88,7.042028
29.885,7.042028
29.89,7.003324
29.895,7.027953
29.9,7.010364
29.905,7.003324
29.91,7.024435
29.915,6.996288
29.92,7.020917
29.925,6.999806
29.93,7.052586
29.935,7.049069
29.94,6.978695
29.945,7.003324
29.95,7.003324
29.955,7.049069
29.96,6.989248
29.965,6.978695
29.97,7.034993
29.975,6.999806
29.98,7.003324
29.985,6.996288
29.99,6.98573
29.995,7.010364
30,7.013882
30.005,7.06314
30.01,6.982212
30.015,7.027953
30.02,7.031475
30.025,6.989248
30.03,7.045546
30.035,6.971659
30.04,7.031475
30.045,7.020917
30.05,6.999806
30.055,7.031475
30.06,6.989248
30.065,7.006841
30.07,7.017399
30.075,7.056104
30.08,7.010364
30.085,7.003324
30.09,7.017399
30.095,7.003324
30.1,7.031475
30.105,7.027953
30.11,6.971659
30.115,6.996288
30.12,7.010364
30.125,7.052586
30.13,6.98573
30.135,7.017399
30.14,7.027953
30.145,6.978695
30.15,7.038511
30.155,6.989248
30.16,6.99277
30.165,7.038511
30.17,7.017399
30.175,7.003324
30.18,6.975177
30.185,7.024435
30.19,6.996288
30.195,7.020917
30.2,7.038511
30.205,6.975177
30.21,7.038511
30.215,7.020917
30.22,7.024435
30.225,7.006841
30.23,7.006841
30.235,7.034993
30.24,6.978695
30.245,7.031475
30.25,7.024435
30.255,6.982212
30.26,7.017399
30.265,7.017399
30.27,7.049069
30.275,6.978695
30.28,6.982212
30.285,7.013882
30.29,7.031475
30.295,7.038511
30.3,6.957584
30.305,7.020917
30.31,7.034993
30.315,7.034993
30.32,7.027953
30.325,6.98573
30.33,7.038511
30.335,7.024435
30.34,7.013882
30.345,7.006841
30.35,7.006841
30.355,7.031475
30.36,6.982212
30.365,7.031475
30.37,7.020917
30.375,7.003324
30.38,7.013882
30.385,6.98573
30.39,7.049069
30.395,6.996288
30.4,6.999806
30.405,7.006841
30.41,7.038511
30.415,7.045546
30.42,6.968137
30.425,7.006841
30.43,6.999806
30.435,7.017399
30.44,7.031475
30.445,6.982212
30.45,7.013882
30.455,7.006841
30.46,7.020917
30.465,6.99277
30.47,6.99277
30.475,7.027953
30.48,7.003324
30.485,7.066662
30.49,6.996288
30.495,6.961101
30.5,7.045546
30.505,7.038511
30.51,7.024435
30.515,7.006841
30.52,7.013882
30.525,6.999806
30.53,7.020917
30.535,7.059622
30.54,6.982212
30.545,7.010364
30.55,7.013882
30.555,7.013882
30.56,7.06314
30.565,7.006841
30.57,6.982212
30.575,7.017399
30.58,7.059622
30.585,7.038511
30.59,6.957584
30.595,7.042028
30.6,7.010364
30.605,7.017399
30.61,7.017399
30.615,6.999806
30.62,7.013882
30.625,7.020917
30.63,7.06314
30.635,6.996288
30.64,6.996288
30.645,7.038511
30.65,7.010364
30.655,7.059622
30.66,6.968137
30.665,6.996288
30.67,7.024435
30.675,7.024435
30.68,7.020917
30.685,7.013882
30.69,6.996288
30.695,7.017399
30.7,7.049069
