t,mox
[s],[g/s]
7.745,7.034993
7.75,7.042028
7.755,7.073698
7.76,7.020917
7.765,7.013882
7.77,7.073698
7.775,7.027953
7.78,7.024435
7.785,7.031475
7.79,7.017399
7.795,7.027953
7.8,7.017399
7.805,7.077215
7.81,7.034993
7.815,7.024435
7.82,7.038511
7.825,7.027953
7.83,7.024435
7.835,7.049069
7.84,7.034993
7.845,7.017399
7.85,7.027953
7.855,7.024435
7.86,7.094809
7.865,7.017399
7.87,7.027953
7.875,7.045546
7.88,7.042028
7.885,7.034993
7.89,7.034993
7.895,7.031475
7.9,7.031475
7.905,7.003324
7.91,7.06314
7.915,7.049069
7.92,7.017399
7.925,7.052586
7.93,7.003324
7.935,7.042028
7.94,7.073698
7.945,7.003324
7.95,7.049069
7.955,7.034993
7.96,7.024435
7.965,7.066662
7.97,7.010364
7.975,7.042028
7.98,7.024435
7.985,7.034993
7.99,7.077215
7.995,7.003324
8,7.027953
8.005,7.052586
8.01,7.006841
8.015,7.031475
8.02,7.038511
8.025,7.006841
8.03,7.020917
8.035,7.052586
8.04,7.049069
8.045,7.042028
8.05,7.049069
8.055,6.999806
8.06,7.027953
8.065,7.045546
8.07,7.059622
8.075,7.031475
8.08,7.010364
8.085,7.038511
8.09,7.027953
8.095,7.084256
8.1,7.020917
8.105,7.017399
8.11,7.031475
8.115,7.024435
8.12,7.031475
8.125,7.024435
8.13,7.024435
8.135,7.017399
8.14,6.996288
8.145,7.038511
8.15,7.052586
8.155,6.999806
8.16,7.020917
8.165,7.024435
8.17,7.06314
8.175,7.031475
8.18,7.003324
8.185,7.017399
8.19,7.034993
8.195,7.034993
8.2,7.031475
8.205,7.020917
8.21,7.049069
8.215,7.027953
8.22,7.010364
8.225,7.052586
8.23,7.031475
8.235,7.010364
8.24,7.045546
8.245,7.049069
8.25,7.042028
8.255,7.020917
8.26,7.031475
8.265,7.020917
8.27,7.003324
8.275,7.059622
8.28,7.034993
8.285,7.042028
8.29,7.034993
8.295,7.013882
8.3,7.045546
8.305,7.031475
8.31,7.013882
8.315,7.056104
8.32,7.038511
8.325,7.020917
8.33,7.07018
8.335,7.013882
8.34,6.996288
8.345,7.034993
8.35,7.024435
8.355,7.045546
8.36,6.999806
8.365,7.017399
8.37,7.042028
8.375,7.006841
8.38,7.06314
8.385,7.024435
8.39,7.010364
8.395,7.052586
8.4,7.027953
8.405,7.034993
8.41,7.052586
8.415,7.010364
8.42,7.017399
8.425,7.027953
8.43,7.045546
8.435,7.052586
8.44,6.99277
8.445,7.034993
8.45,7.034993
8.455,7.006841
8.46,7.056104
8.465,7.038511
8.47,7.013882
8.475,7.020917
8.48,7.031475
8.485,7.059622
8.49,7.013882
8.495,7.017399
8.5,7.034993
8.505,7.020917
8.51,7.056104
8.515,7.013882
8.52,7.003324
8.525,7.038511
8.53,7.010364
8.535,7.024435
8.54,7.045546
8.545,7.034993
8.55,7.031475
8.555,7.003324
8.56,7.052586
8.565,7.045546
8.57,7.020917
8.575,7.059622
8.58,7.031475
8.585,7.006841
8.59,7.049069
8.595,7.013882
8.6,6.996288
8.605,7.013882
8.61,7.013882
8.615,7.059622
8.62,7.038511
8.625,6.999806
8.63,7.010364
8.635,7.024435
8.64,7.042028
8.645,7.045546
8.65,6.982212
8.655,7.027953
8.66,7.006841
8.665,7.042028
8.67,7.020917
8.675,6.99277
8.68,7.045546
8.685,7.038511
8.69,6.999806
8.695,7.052586
8.7,7.020917
8.705,7.024435
8.71,7.024435
8.715,7.010364
8.72,7.073698
8.725,7.013882
8.73,7.010364
8.735,7.034993
8.74,7.034993
8.745,7.038511
8.75,6.989248
8.755,7.013882
8.76,7.049069
8.765,7.006841
8.77,7.017399
8.775,7.020917
8.78,6.999806
8.785,7.031475
8.79,7.052586
8.795,7.045546
8.8,7.031475
8.805,7.010364
8.81,7.013882
8.815,7.056104
8.82,7.045546
8.825,7.045546
8.83,6.999806
8.835,7.003324
8.84,7.013882
8.845,7.006841
8.85,7.042028
8.855,7.038511
8.86,7.013882
8.865,7.006841
8.87,6.996288
8.875,7.052586
8.88,7.056104
8.885,7.006841
8.89,7.027953
8.895,6.996288
8.9,7.034993
8.905,7.049069
8.91,7.034993
8.915,7.045546
8.92,7.024435
8.925,7.027953
8.93,7.06314
8.935,7.024435
8.94,7.006841
8.945,7.038511
8.95,7.017399
8.955,7.045546
8.96,7.010364
8.965,6.989248
8.97,7.056104
8.975,7.027953
8.98,7.045546
8.985,7.010364
8.99,6.989248
8.995,7.027953
9,7.034993
9.005,7.042028
9.01,7.031475
9.015,7.013882
9.02,7.017399
9.025,7.003324
9.03,7.031475
9.035,7.034993
9.04,7.013882
9.045,7.010364
9.05,7.006841
9.055,7.034993
9.06,7.052586
9.065,6.99277
9.07,6.996288
9.075,7.013882
9.08,7.017399
9.085,7.066662
9.09,7.020917
9.095,7.006841
9.1,6.999806
9.105,6.98573
9.11,7.031475
9.115,7.042028
9.12,7.010364
9.125,7.049069
9.13,7.013882
9.135,7.034993
9.14,7.017399
9.145,6.98573
9.15,7.042028
9.155,7.027953
9.16,7.034993
9.165,7.027953
9.17,7.003324
9.175,7.024435
9.18,7.038511
9.185,7.010364
9.19,7.003324
9.195,7.024435
9.2,7.024435
9.205,7.017399
9.21,7.027953
9.215,7.056104
9.22,7.024435
9.225,6.99277
9.23,7.017399
9.235,7.038511
9.24,7.013882
9.245,7.010364
9.25,7.027953
9.255,7.024435
9.26,7.006841
9.265,7.056104
9.27,7.010364
9.275,7.031475
9.28,7.038511
9.285,7.010364
9.29,7.066662
9.295,7.027953
9.3,6.996288
9.305,7.024435
9.31,7.020917
9.315,7.013882
9.32,7.056104
9.325,7.034993
9.33,6.999806
9.335,7.010364
9.34,7.010364
9.345,7.052586
9.35,6.996288
9.355,7.006841
9.36,7.034993
9.365,7.017399
9.37,7.031475
9.375,7.020917
9.38,7.013882
9.385,7.027953
9.39,6.996288
9.395,7.024435
9.4,7.056104
9.405,7.024435
9.41,7.027953
9.415,7.010364
9.42,7.042028
9.425,7.045546
9.43,6.982212
9.435,7.024435
9.44,7.034993
9.445,7.031475
9.45,7.045546
9.455,7.034993
9.46,7.013882
9.465,7.034993
9.47,7.013882
9.475,7.042028
9.48,7.020917
9.485,6.978695
9.49,7.038511
9.495,7.024435
9.5,7.017399
9.505,7.045546
9.51,7.017399
9.515,7.013882
9.52,7.013882
9.525,7.049069
9.53,7.034993
9.535,7.013882
9.54,7.024435
9.545,7.052586
9.55,6.999806
9.555,7.045546
9.56,7.010364
9.565,7.003324
9.57,7.034993
9.575,7.010364
9.58,7.031475
9.585,7.034993
9.59,7.010364
9.595,7.020917
9.6,7.034993
9.605,7.034993
9.61,7.013882
9.615,7.024435
9.62,7.020917
9.625,7.010364
9.63,7.045546
9.635,7.017399
9.64,7.013882
9.645,7.038511
9.65,7.003324
9.655,7.024435
9.66,7.06314
9.665,6.996288
9.67,7.013882
9.675,7.020917
9.68,7.031475
9.685,7.038511
9.69,7.013882
9.695,7.034993
9.7,7.013882
9.705,7.010364
9.71,7.06314
9.715,7.017399
9.72,7.010364
9.725,7.024435
9.73,7.003324
9.735,7.027953
9.74,7.052586
9.745,7.017399
9.75,7.027953
9.755,7.017399
9.76,7.013882
9.765,7.031475
9.77,6.982212
9.775,7.031475
9.78,7.034993
9.785,7.010364
9.79,7.042028
9.795,7.034993
9.8,7.013882
9.805,7.003324
9.81,7.017399
9.815,7.034993
9.82,7.006841
9.825,7.024435
9.83,7.010364
9.835,7.013882
9.84,7.056104
9.845,7.017399
9.85,6.982212
9.855,7.049069
9.86,7.045546
9.865,6.996288
9.87,7.024435
9.875,7.013882
9.88,7.020917
9.885,7.017399
9.89,7.013882
9.895,7.038511
9.9,7.003324
9.905,7.010364
9.91,7.013882
9.915,6.996288
9.92,7.038511
9.925,6.996288
9.93,6.989248
9.935,7.024435
9.94,7.027953
9.945,7.006841
9.95,7.024435
9.955,7.020917
9.96,7.027953
9.965,7.017399
9.97,7.010364
9.975,7.045546
9.98,7.003324
9.985,7.003324
9.99,7.020917
9.995,7.031475
10,7.045546
10.005,7.010364
10.01,7.020917
10.015,6.999806
10.02,6.996288
10.025,7.07018
10.03,7.013882
10.035,7.006841
10.04,7.031475
10.045,7.020917
10.05,7.038511
10.055,7.017399
10.06,7.013882
10.065,6.989248
10.07,7.013882
10.075,7.013882
10.08,7.049069
10.085,7.013882
10.09,7.020917
10.095,7.013882
10.1,7.024435
10.105,7.038511
10.11,6.99277
10.115,7.013882
10.12,7.052586
10.125,7.003324
10.13,7.059622
10.135,7.006841
10.14,6.999806
10.145,7.038511
10.15,7.017399
10.155,7.042028
10.16,7.013882
10.165,6.989248
10.17,7.045546
10.175,7.020917
10.18,7.024435
10.185,7.038511
10.19,6.989248
10.195,6.996288
10.2,7.020917
10.205,6.982212
10.21,7.027953
10.215,6.996288
10.22,7.017399
10.225,7.013882
10.23,7.027953
10.235,7.038511
10.24,6.989248
10.245,7.031475
10.25,7.020917
10.255,7.006841
10.26,7.056104
10.265,7.006841
10.27,6.99277
10.275,7.038511
10.28,6.99277
10.285,7.049069
10.29,7.010364
10.295,7.017399
10.3,7.031475
10.305,7.006841
10.31,7.045546
10.315,7.017399
10.32,7.006841
10.325,7.017399
10.33,7.013882
10.335,7.052586
10.34,7.027953
10.345,7.017399
10.35,7.017399
10.355,7.024435
10.36,7.017399
10.365,7.038511
10.37,7.013882
10.375,7.024435
10.38,7.052586
10.385,7.003324
10.39,7.031475
10.395,7.013882
10.4,6.978695
10.405,7.049069
10.41,6.99277
10.415,7.049069
10.42,7.024435
10.425,6.989248
10.43,7.024435
10.435,7.020917
10.44,6.996288
10.445,7.038511
10.45,7.020917
10.455,6.999806
10.46,7.013882
10.465,7.024435
10.47,7.045546
10.475,6.98573
10.48,7.013882
10.485,7.027953
10.49,7.006841
10.495,7.042028
10.5,7.034993
10.505,7.017399
10.51,7.034993
10.515,7.024435
10.52,7.045546
10.525,7.010364
10.53,7.013882
10.535,7.042028
10.54,6.996288
10.545,7.049069
10.55,7.020917
10.555,6.989248
10.56,7.042028
10.565,6.982212
10.57,7.017399
10.575,7.059622
10.58,6.982212
10.585,7.027953
10.59,7.034993
10.595,7.010364
10.6,7.045546
10.605,7.013882
10.61,7.027953
10.615,7.049069
10.62,6.99277
10.625,7.042028
10.63,7.038511
10.635,6.999806
10.64,7.031475
10.645,7.024435
10.65,7.010364
10.655,7.006841
10.66,7.003324
10.665,7.024435
10.67,7.003324
10.675,7.056104
10.68,7.038511
10.685,6.989248
10.69,7.038511
10.695,7.010364
10.7,6.999806
10.705,7.042028
10.71,7.013882
10.715,6.996288
10.72,7.013882
10.725,7.017399
10.73,7.045546
10.735,7.010364
10.74,7.003324
10.745,7.034993
10.75,7.013882
10.755,7.027953
10.76,7.027953
10.765,6.996288
10.77,7.013882
10.775,7.006841
10.78,7.027953
10.785,7.031475
10.79,6.996288
10.795,6.999806
10.8,7.013882
10.805,7.038511
10.81,7.031475
10.815,6.978695
10.82,7.031475
10.825,7.034993
10.83,6.999806
10.835,7.042028
10.84,7.017399
10.845,6.99277
10.85,7.052586
10.855,7.010364
10.86,7.024435
10.865,7.027953
10.87,7.006841
10.875,7.006841
10.88,7.020917
10.885,7.031475
10.89,7.013882
10.895,7.017399
10.9,7.020917
10.905,6.98573
10.91,7.024435
10.915,7.06314
10.92,6.964619
10.925,7.003324
10.93,7.045546
10.935,7.013882
10.94,7.027953
10.945,7.006841
10.95,7.020917
10.955,7.020917
10.96,6.996288
10.965,7.045546
10.97,7.013882
10.975,6.989248
10.98,7.045546
10.985,7.017399
10.99,7.006841
10.995,7.017399
11,7.020917
11.005,7.027953
11.01,7.006841
11.015,7.006841
11.02,7.038511
11.025,7.027953
11.03,7.006841
11.035,7.017399
11.04,7.024435
11.045,7.031475
11.05,6.968137
11.055,7.010364
11.06,7.052586
11.065,7.020917
11.07,7.013882
11.075,7.006841
11.08,7.013882
11.085,7.010364
11.09,6.978695
11.095,7.034993
11.1,7.038511
11.105,6.999806
11.11,7.003324
11.115,7.006841
11.12,7.059622
11.125,7.017399
11.13,6.978695
11.135,7.017399
11.14,7.038511
11.145,7.013882
11.15,7.017399
11.155,6.989248
11.16,7.017399
11.165,7.017399
11.17,7.003324
11.175,7.038511
11.18,6.989248
11.185,6.996288
11.19,7.013882
11.195,7.020917
11.2,7.034993
11.205,6.996288
11.21,6.98573
11.215,7.049069
11.22,6.999806
11.225,7.031475
11.23,7.006841
11.235,6.996288
11.24,7.024435
11.245,7.017399
11.25,7.034993
11.255,7.017399
11.26,6.99277
11.265,7.003324
11.27,7.027953
11.275,7.010364
11.28,7.017399
11.285,7.027953
11.29,7.020917
11.295,7.020917
11.3,6.999806
11.305,7.06314
11.31,7.006841
11.315,6.978695
11.32,7.013882
11.325,7.017399
11.33,7.017399
11.335,7.006841
11.34,6.989248
11.345,7.017399
11.35,7.038511
11.355,6.996288
11.36,7.056104
11.365,7.003324
11.37,7.013882
11.375,7.013882
11.38,7.027953
11.385,7.024435
11.39,6.978695
11.395,7.013882
11.4,7.052586
11.405,6.989248
11.41,7.024435
11.415,7.042028
11.42,7.017399
11.425,7.034993
11.43,6.996288
11.435,7.013882
11.44,7.042028
11.445,7.013882
11.45,7.031475
11.455,7.010364
11.46,7.017399
11.465,7.027953
11.47,6.989248
11.475,6.99277
11.48,7.034993
11.485,7.024435
11.49,7.024435
11.495,7.020917
11.5,7.013882
11.505,7.024435
11.51,6.999806
11.515,7.027953
11.52,7.034993
11.525,6.971659
11.53,7.013882
11.535,7.038511
11.54,7.052586
11.545,7.013882
11.55,6.98573
11.555,7.049069
11.56,6.996288
11.565,7.006841
11.57,7.038511
11.575,6.999806
11.58,7.013882
11.585,7.024435
11.59,7.031475
11.595,7.013882
11.6,7.013882
11.605,7.034993
11.61,7.020917
11.615,6.996288
11.62,7.038511
11.625,7.013882
11.63,6.989248
11.635,7.027953
11.64,7.038511
11.645,7.013882
11.65,7.024435
11.655,7.017399
11.66,6.98573
11.665,7.024435
11.67,7.045546
11.675,7.049069
11.68,6.996288
11.685,7.027953
11.69,7.042028
11.695,7.006841
11.7,7.020917
11.705,7.020917
11.71,7.003324
11.715,6.989248
11.72,6.989248
11.725,7.045546
11.73,7.017399
11.735,6.978695
11.74,7.013882
11.745,7.027953
11.75,7.052586
11.755,6.989248
11.76,6.996288
11.765,7.042028
11.77,7.024435
11.775,7.031475
11.78,7.013882
11.785,7.024435
11.79,7.031475
11.795,7.031475
11.8,6.996288
11.805,7.06314
11.81,7.020917
11.815,7.006841
11.82,6.996288
11.825,6.989248
11.83,7.027953
11.835,7.020917
11.84,6.971659
11.845,7.027953
11.85,7.031475
11.855,7.042028
11.86,7.013882
11.865,7.017399
11.87,7.038511
11.875,6.982212
11.88,7.031475
11.885,7.056104
11.89,6.99277
11.895,7.003324
11.9,7.024435
11.905,7.031475
11.91,7.031475
11.915,6.98573
11.92,7.017399
11.925,7.031475
11.93,6.999806
11.935,7.034993
11.94,7.049069
11.945,7.003324
11.95,7.010364
11.955,7.024435
11.96,7.027953
11.965,6.99277
11.97,6.989248
11.975,7.034993
11.98,6.982212
11.985,7.003324
11.99,7.038511
11.995,7.042028
12,7.020917
12.005,6.989248
12.01,7.052586
12.015,7.024435
12.02,6.98573
12.025,7.017399
12.03,7.024435
12.035,6.982212
12.04,7.034993
12.045,7.013882
12.05,6.975177
12.055,7.003324
12.06,7.006841
12.065,7.059622
12.07,7.027953
12.075,7.006841
12.08,6.982212
12.085,6.996288
12.09,7.045546
12.095,7.034993
12.1,6.975177
12.105,7.013882
12.11,7.003324
12.115,7.024435
12.12,7.052586
12.125,6.99277
12.13,7.010364
12.135,7.020917
12.14,7.024435
12.145,7.056104
12.15,7.027953
12.155,6.989248
12.16,7.006841
12.165,7.010364
12.17,7.006841
12.175,7.024435
12.18,6.999806
12.185,7.042028
12.19,7.010364
12.195,7.010364
12.2,7.003324
12.205,6.99277
12.21,7.034993
12.215,7.049069
12.22,6.982212
12.225,7.020917
12.23,7.010364
12.235,7.017399
12.24,6.99277
12.245,6.989248
12.25,7.038511
12.255,7.006841
12.26,7.010364
12.265,7.017399
12.27,7.006841
12.275,7.06314
12.28,7.034993
12.285,7.024435
12.29,7.013882
12.295,6.989248
12.3,7.013882
12.305,7.038511
12.31,7.020917
12.315,6.996288
12.32,7.017399
12.325,7.013882
12.33,7.034993
12.335,7.010364
12.34,7.013882
12.345,7.020917
12.35,6.996288
12.355,7.042028
12.36,7.024435
12.365,6.999806
12.37,7.013882
12.375,7.020917
12.38,7.042028
12.385,6.996288
12.39,6.98573
12.395,7.013882
12.4,7.024435
12.405,7.020917
12.41,7.017399
12.415,6.989248
12.42,7.010364
12.425,7.038511
12.43,6.999806
12.435,7.027953
12.44,7.010364
12.445,7.017399
12.45,7.006841
12.455,6.989248
12.46,7.045546
12.465,6.996288
12.47,6.982212
12.475,7.034993
12.48,7.017399
12.485,6.99277
12.49,7.042028
12.495,7.017399
12.5,7.013882
12.505,7.010364
12.51,6.999806
12.515,7.034993
12.52,7.027953
12.525,6.996288
12.53,7.045546
12.535,6.982212
12.54,7.013882
12.545,7.042028
12.55,6.971659
12.555,7.038511
12.56,7.003324
12.565,6.982212
12.57,7.042028
12.575,6.989248
12.58,7.024435
12.585,7.010364
12.59,7.003324
12.595,7.038511
12.6,6.989248
12.605,7.024435
12.61,7.017399
12.615,7.006841
12.62,7.052586
12.625,6.982212
12.63,7.017399
12.635,7.038511
12.64,7.006841
12.645,7.042028
12.65,7.003324
12.655,6.99277
12.66,7.045546
12.665,6.98573
12.67,7.020917
12.675,7.027953
12.68,6.982212
12.685,7.027953
12.69,6.978695
12.695,7.042028
12.7,7.034993
12.705,6.982212
12.71,7.010364
12.715,7.027953
12.72,6.989248
12.725,7.034993
12.73,7.003324
12.735,6.98573
12.74,7.010364
12.745,7.013882
12.75,7.024435
12.755,7.003324
12.76,7.027953
12.765,7.013882
12.77,6.989248
12.775,7.052586
12.78,7.038511
12.785,6.98573
12.79,7.006841
12.795,7.020917
12.8,7.042028
12.805,6.98573
12.81,6.989248
12.815,7.024435
12.82,7.038511
12.825,7.034993
12.83,7.049069
12.835,6.968137
12.84,7.017399
12.845,7.038511
12.85,7.006841
12.855,7.017399
12.86,7.024435
12.865,6.996288
12.87,7.013882
12.875,6.99277
12.88,7.034993
12.885,7.034993
12.89,7.013882
12.895,6.996288
12.9,7.013882
12.905,7.052586
12.91,7.006841
12.915,7.017399
12.92,7.024435
12.925,6.975177
12.93,7.024435
12.935,7.056104
12.94,6.989248
12.945,6.989248
12.95,7.020917
12.955,7.042028
12.96,7.038511
12.965,6.982212
12.97,7.006841
12.975,7.045546
12.98,7.006841
12.985,7.013882
12.99,7.003324
12.995,7.003324
13,7.013882
13.005,6.99277
13.01,7.052586
13.015,7.034993
13.02,6.999806
13.025,7.027953
13.03,7.042028
13.035,7.003324
13.04,7.006841
13.045,6.99277
13.05,7.038511
13.055,7.010364
13.06,6.996288
13.065,7.017399
13.07,6.999806
13.075,7.017399
13.08,6.996288
13.085,7.017399
13.09,7.038511
13.095,6.98573
13.1,7.017399
13.105,7.020917
13.11,6.982212
13.115,7.042028
13.12,7.027953
13.125,7.003324
13.13,7.056104
13.135,6.996288
13.14,7.027953
13.145,7.017399
13.15,7.006841
13.155,7.017399
13.16,7.003324
13.165,7.024435
13.17,7.024435
13.175,7.013882
13.18,6.99277
13.185,6.989248
13.19,7.031475
13.195,7.024435
13.2,6.975177
13.205,7.020917
13.21,7.034993
13.215,6.99277
13.22,7.045546
13.225,6.996288
13.23,6.989248
13.235,7.024435
13.24,7.010364
13.245,7.031475
13.25,7.013882
13.255,7.010364
13.26,7.031475
13.265,6.98573
13.27,7.049069
13.275,6.996288
13.28,7.010364
13.285,7.017399
13.29,7.003324
13.295,7.020917
13.3,7.049069
13.305,6.99277
13.31,7.010364
13.315,7.013882
13.32,6.999806
13.325,7.034993
13.33,6.999806
13.335,7.024435
13.34,7.031475
13.345,7.013882
13.35,7.038511
13.355,7.017399
13.36,6.996288
13.365,7.027953
13.37,7.006841
13.375,7.034993
13.38,7.020917
13.385,6.975177
13.39,7.017399
13.395,7.024435
13.4,7.020917
13.405,7.031475
13.41,7.013882
13.415,7.006841
13.42,6.996288
13.425,7.031475
13.43,7.027953
13.435,6.982212
13.44,7.042028
13.445,7.017399
13.45,6.99277
13.455,7.038511
13.46,7.003324
13.465,7.006841
13.47,7.031475
13.475,7.013882
13.48,7.010364
13.485,7.006841
13.49,7.013882
13.495,7.003324
13.5,7.020917
13.505,7.034993
13.51,6.98573
13.515,7.006841
13.52,7.031475
13.525,6.989248
13.53,7.020917
13.535,7.013882
13.54,7.003324
13.545,7.042028
13.55,7.010364
13.555,7.013882
13.56,7.031475
13.565,7.003324
13.57,7.017399
13.575,7.010364
13.58,7.013882
13.585,7.024435
13.59,7.003324
13.595,7.013882
13.6,7.013882
13.605,7.013882
13.61,7.017399
13.615,7.020917
13.62,7.010364
13.625,7.010364
13.63,7.017399
13.635,7.038511
13.64,7.031475
13.645,7.010364
13.65,7.006841
13.655,7.013882
13.66,7.034993
13.665,7.013882
13.67,7.003324
13.675,7.020917
13.68,6.996288
13.685,7.013882
13.69,7.045546
13.695,6.999806
13.7,7.013882
13.705,7.003324
13.71,7.006841
13.715,7.038511
13.72,6.999806
13.725,7.017399
13.73,7.024435
13.735,6.996288
13.74,7.034993
13.745,7.010364
13.75,6.996288
13.755,7.042028
13.76,6.996288
13.765,7.010364
13.77,7.024435
13.775,7.003324
13.78,7.017399
13.785,7.003324
13.79,7.034993
13.795,7.042028
13.8,6.982212
13.805,7.017399
13.81,7.031475
13.815,7.010364
13.82,7.024435
13.825,6.999806
13.83,7.017399
13.835,7.017399
13.84,7.024435
13.845,7.017399
13.85,6.996288
13.855,7.027953
13.86,6.999806
13.865,6.99277
13.87,7.042028
13.875,7.027953
13.88,6.978695
13.885,7.042028
13.89,7.006841
13.895,7.013882
13.9,6.999806
13.905,6.93999
13.91,6.823876
13.915,6.654981
13.92,6.507198
13.925,6.31367
13.93,6.215149
13.935,6.077924
13.94,5.937176
13.945,5.817544
13.95,5.747171
13.955,5.620503
13.96,5.490313
13.965,5.41994
13.97,5.324937
13.975,5.251044
13.98,5.152523
13.985,5.078631
13.99,4.997702
13.995,4.95196
14,4.878069
14.005,4.783066
14.01,4.747879
14.015,4.691581
14.02,4.603615
14.025,4.550836
14.03,4.529724
14.035,4.459351
14.04,4.403053
14.045,4.38546
14.05,4.336199
14.055,4.262308
14.06,4.248233
14.065,4.198972
14.07,4.160267
14.075,4.135637
14.08,4.103969
14.085,4.068783
14.09,4.054708
14.095,4.008966
14.1,3.952668
14.105,3.973779
14.11,3.931556
14.115,3.885814
14.12,3.892851
14.125,3.840071
14.13,3.836553
14.135,3.829516
14.14,3.783773
14.145,3.79081
14.15,3.745068
14.155,3.723956
14.16,3.720438
14.165,3.695807
14.17,3.709882
14.175,3.646546
14.18,3.646546
14.185,3.646546
14.19,3.607842
14.195,3.621916
14.2,3.607842
14.205,3.562099
14.21,3.590248
14.215,3.551543
14.22,3.562099
14.225,3.562099
14.23,3.523394
14.235,3.53395
14.24,3.491727
14.245,3.512838
14.25,3.512838
14.255,3.481171
14.26,3.498764
14.265,3.460059
14.27,3.449503
14.275,3.477652
14.28,3.43191
14.285,3.453021
14.29,3.449503
14.295,3.421354
14.3,3.421354
14.305,3.403761
14.31,3.424872
14.315,3.403761
14.32,3.414316
14.325,3.403761
14.33,3.400242
14.335,3.375612
14.34,3.407279
14.345,3.372093
14.35,3.393205
14.355,3.372093
14.36,3.372093
14.365,3.372093
14.37,3.372093
14.375,3.361537
14.38,3.361537
14.385,3.358018
14.39,3.358018
14.395,3.336906
14.4,3.358018
14.405,3.333388
14.41,3.347463
14.415,3.340425
14.42,3.32635
14.425,3.329869
14.43,3.336906
14.435,3.298202
14.44,3.336906
14.445,3.322832
14.45,3.315795
14.455,3.322832
14.46,3.312276
14.465,3.333388
14.47,3.315795
14.475,3.32635
14.48,3.291164
14.485,3.312276
14.49,3.291164
14.495,3.312276
14.5,3.32635
14.505,3.284127
14.51,3.308757
14.515,3.280608
14.52,3.291164
14.525,3.280608
14.53,3.333388
14.535,3.280608
14.54,3.305239
14.545,3.27709
14.55,3.291164
14.555,3.287646
14.56,3.273571
14.565,3.280608
14.57,3.280608
14.575,3.291164
14.58,3.270053
14.585,3.27709
14.59,3.280608
14.595,3.266534
14.6,3.305239
14.605,3.259497
14.61,3.255978
14.615,3.284127
14.62,3.255978
14.625,3.27709
14.63,3.273571
14.635,3.270053
14.64,3.27709
14.645,3.263015
14.65,3.291164
14.655,3.252459
14.66,3.263015
14.665,3.263015
14.67,3.266534
14.675,3.273571
14.68,3.245422
14.685,3.266534
14.69,3.252459
14.695,3.252459
14.7,3.273571
14.705,3.245422
14.71,3.27709
14.715,3.241903
14.72,3.273571
14.725,3.238385
14.73,3.270053
14.735,3.248941
14.74,3.252459
14.745,3.241903
14.75,3.252459
14.755,3.248941
14.76,3.248941
14.765,3.280608
14.77,3.238385
14.775,3.252459
14.78,3.245422
14.785,3.238385
14.79,3.27709
14.795,3.238385
14.8,3.280608
14.805,3.220791
14.81,3.263015
14.815,3.231348
14.82,3.241903
14.825,3.252459
14.83,3.259497
14.835,3.273571
14.84,3.241903
14.845,3.252459
14.85,3.266534
14.855,3.220791
14.86,3.259497
14.865,3.255978
14.87,3.231348
14.875,3.270053
14.88,3.234866
14.885,3.266534
14.89,3.220791
14.895,3.263015
14.9,3.245422
14.905,3.227829
14.91,3.252459
14.915,3.241903
14.92,3.231348
14.925,3.273571
14.93,3.248941
14.935,3.245422
14.94,3.238385
14.945,3.245422
14.95,3.255978
14.955,3.227829
14.96,3.248941
14.965,3.220791
14.97,3.259497
14.975,3.238385
14.98,3.266534
14.985,3.22431
14.99,3.273571
14.995,3.241903
15,3.22431
15.005,3.263015
15.01,3.270053
15.015,3.217273
15.02,3.238385
15.025,3.259497
15.03,3.220791
15.035,3.245422
15.04,3.266534
15.045,3.22431
15.05,3.241903
15.055,3.238385
15.06,3.259497
15.065,3.245422
15.07,3.245422
15.075,3.252459
15.08,3.22431
15.085,3.220791
15.09,3.252459
15.095,3.255978
15.1,3.217273
15.105,3.245422
15.11,3.263015
15.115,3.241903
15.12,3.252459
15.125,3.220791
15.13,3.255978
15.135,3.231348
15.14,3.227829
15.145,3.248941
15.15,3.231348
15.155,3.248941
15.16,3.266534
15.165,3.22431
15.17,3.252459
15.175,3.245422
15.18,3.220791
15.185,3.263015
15.19,3.217273
15.195,3.259497
15.2,3.234866
15.205,3.245422
15.21,3.227829
15.215,3.22431
15.22,3.263015
15.225,3.210236
15.23,3.245422
15.235,3.255978
15.24,3.231348
15.245,3.248941
15.25,3.22431
15.255,3.252459
15.26,3.217273
15.265,3.238385
15.27,3.263015
15.275,3.22431
15.28,3.252459
15.285,3.241903
15.29,3.217273
15.295,3.245422
15.3,3.252459
15.305,3.217273
15.31,3.259497
15.315,3.270053
15.32,3.227829
15.325,3.227829
15.33,3.245422
15.335,3.227829
15.34,3.22431
15.345,3.248941
15.35,3.220791
15.355,3.217273
15.36,3.248941
15.365,3.241903
15.37,3.227829
15.375,3.266534
15.38,3.245422
15.385,3.227829
15.39,3.248941
15.395,3.252459
15.4,3.234866
15.405,3.234866
15.41,3.255978
15.415,3.22431
15.42,3.231348
15.425,3.259497
15.43,3.241903
15.435,3.22431
15.44,3.284127
15.445,3.227829
15.45,3.245422
15.455,3.231348
15.46,3.231348
15.465,3.263015
15.47,3.234866
15.475,3.241903
15.48,3.245422
15.485,3.210236
15.49,3.255978
15.495,3.213755
15.5,3.248941
15.505,3.245422
15.51,3.234866
15.515,3.255978
