,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0
0.1,10.4765,10.3162,10.2035,10.1167,10.0461,9.9867,9.9355,9.8905,9.8504,9.8143,9.7814,9.7512,9.7233,9.6974,9.6732,9.6505,9.6292,9.6091,9.59,9.5719,9.5547,9.5382,9.5225,9.5075,9.4931,9.4792,9.4658,9.453,9.4406,9.4286,9.417,9.4058,9.3949,9.3844,9.3741,9.3642,9.3545,9.3451,9.3359,9.327,9.3183,9.3098,9.3015,9.2934,9.2855,9.2778,9.2702,9.2628,9.2556
0.2,11.179,11.0064,10.8848,10.7909,10.7146,10.6502,10.5947,10.5459,10.5023,10.463,10.4272,10.3943,10.364,10.3357,10.3094,10.2847,10.2614,10.2395,10.2187,10.1989,10.1801,10.1622,10.145,10.1286,10.1128,10.0976,10.083,10.069,10.0554,10.0423,10.0296,10.0173,10.0054,9.9938,9.9826,9.9717,9.9611,9.9508,9.9408,9.931,9.9215,9.9122,9.9031,9.8942,9.8855,9.877,9.8687,9.8606,9.8527
0.3,11.7261,11.5462,11.4189,11.3205,11.2403,11.1726,11.1142,11.0627,11.0167,10.9752,10.9374,10.9026,10.8705,10.8406,10.8127,10.7866,10.7619,10.7386,10.7166,10.6956,10.6756,10.6566,10.6383,10.6208,10.6041,10.588,10.5724,10.5575,10.543,10.5291,10.5156,10.5025,10.4898,10.4775,10.4656,10.4539,10.4426,10.4317,10.4209,10.4105,10.4003,10.3904,10.3807,10.3712,10.362,10.3529,10.3441,10.3354,10.3269
0.4,12.1499,11.9664,11.8363,11.7355,11.6533,11.5838,11.5237,11.4707,11.4233,11.3805,11.3415,11.3056,11.2724,11.2416,11.2127,11.1856,11.1601,11.1359,11.1131,11.0913,11.0706,11.0508,11.0319,11.0137,10.9963,10.9796,10.9634,10.9479,10.9328,10.9183,10.9042,10.8906,10.8774,10.8646,10.8522,10.8401,10.8283,10.8168,10.8057,10.7948,10.7842,10.7738,10.7637,10.7538,10.7441,10.7347,10.7254,10.7164,10.7075
0.5,12.4814,12.2958,12.1641,12.062,11.9786,11.9081,11.8471,11.7933,11.7452,11.7017,11.662,11.6255,11.5917,11.5602,11.5308,11.5032,11.4772,11.4526,11.4293,11.4071,11.3859,11.3657,11.3464,11.3278,11.31,11.2929,11.2764,11.2605,11.2451,11.2302,11.2158,11.2019,11.1884,11.1752,11.1625,11.1501,11.138,11.1263,11.1148,11.1037,11.0928,11.0821,11.0717,11.0616,11.0517,11.042,11.0325,11.0232,11.0141
0.6,12.7461,12.5588,12.4259,12.3228,12.2386,12.1675,12.1058,12.0515,12.0029,11.9589,11.9187,11.8818,11.8477,11.8158,11.7861,11.7582,11.7318,11.7069,11.6833,11.6608,11.6394,11.6189,11.5993,11.5806,11.5625,11.5451,11.5284,11.5123,11.4967,11.4816,11.467,11.4529,11.4391,11.4258,11.4129,11.4003,11.3881,11.3761,11.3645,11.3532,11.3421,11.3313,11.3208,11.3104,11.3004,11.2905,11.2808,11.2714,11.2621
0.7,12.9608,12.7721,12.6382,12.5344,12.4496,12.3779,12.3157,12.261,12.212,12.1676,12.1272,12.0899,12.0555,12.0234,11.9934,11.9652,11.9387,11.9135,11.8897,11.867,11.8454,11.8247,11.805,11.786,11.7678,11.7503,11.7334,11.7171,11.7013,11.6861,11.6714,11.6571,11.6432,11.6298,11.6167,11.604,11.5916,11.5796,11.5678,11.5564,11.5452,11.5343,11.5236,11.5132,11.503,11.493,11.4833,11.4737,11.4643
0.8,12.9395,12.7609,12.6341,12.5359,12.4556,12.3878,12.329,12.2771,12.2308,12.1888,12.1505,12.1153,12.0827,12.0524,12.024,11.9973,11.9722,11.9484,11.9258,11.9043,11.8839,11.8643,11.8456,11.8277,11.8104,11.7938,11.7778,11.7624,11.7475,11.7331,11.7191,11.7056,11.6924,11.6797,11.6673,11.6552,11.6435,11.6321,11.621,11.6101,11.5995,11.5892,11.5791,11.5692,11.5595,11.5501,11.5408,11.5317,11.5228
0.9,12.8383,12.6679,12.5471,12.4535,12.377,12.3124,12.2565,12.2071,12.163,12.1231,12.0867,12.0532,12.0222,11.9933,11.9663,11.941,11.9171,11.8945,11.873,11.8526,11.8332,11.8146,11.7968,11.7797,11.7634,11.7476,11.7324,11.7177,11.7036,11.6899,11.6766,11.6637,11.6513,11.6392,11.6274,11.616,11.6048,11.594,11.5834,11.5731,11.563,11.5532,11.5436,11.5342,11.525,11.5161,11.5073,11.4987,11.4902
1.0,12.7069,12.5432,12.4273,12.3375,12.2641,12.2022,12.1486,12.1014,12.0591,12.0209,11.986,11.954,11.9243,11.8967,11.8709,11.8466,11.8238,11.8021,11.7816,11.7621,11.7435,11.7258,11.7088,11.6925,11.6768,11.6617,11.6472,11.6332,11.6197,11.6066,11.5939,11.5816,11.5697,11.5582,11.5469,11.536,11.5254,11.515,11.5049,11.4951,11.4854,11.4761,11.4669,11.4579,11.4492,11.4406,11.4322,11.424,11.416
1.1,12.5633,12.405,12.293,12.2063,12.1356,12.0759,12.0242,11.9787,11.938,11.9012,11.8676,11.8367,11.8081,11.7816,11.7567,11.7334,11.7114,11.6906,11.6708,11.6521,11.6342,11.6171,11.6008,11.5851,11.5701,11.5556,11.5416,11.5281,11.5151,11.5026,11.4904,11.4786,11.4672,11.456,11.4452,11.4348,11.4245,11.4146,11.4049,11.3954,11.3862,11.3772,11.3684,11.3598,11.3514,11.3432,11.3351,11.3272,11.3195
1.2,12.4165,12.2628,12.1541,12.0699,12.0014,11.9434,11.8933,11.8492,11.8098,11.7741,11.7416,11.7117,11.684,11.6583,11.6343,11.6117,11.5904,11.5703,11.5512,11.533,11.5158,11.4992,11.4834,11.4683,11.4537,11.4397,11.4262,11.4132,11.4007,11.3885,11.3767,11.3653,11.3543,11.3436,11.3331,11.323,11.3131,11.3035,11.2941,11.285,11.2761,11.2674,11.2589,11.2506,11.2425,11.2345,11.2268,11.2192,11.2117
